"seqnames"	"start"	"end"	"width"	"strand"	"Conc"	"Conc_KO"	"Conc_WT"	"Fold"	"p.value"	"FDR"	"X26DKO"	"X960DKO"	"C922"	"C923"
"1250"	"chr15"	102458981	102459181	201	"*"	3.43575229779217	3.27527103112594	3.58015564060853	-0.000180839986875407	0.691429270283786	0.999683670471574	9.77	9.6	6.67	17.25
"2124"	"chr3"	90292976	90293176	201	"*"	5.374725554118	5.29272919958176	5.45231116511745	-0.000326537932979779	0.691757335204986	0.999683670471574	53.72	24.68	33.36	54.21
"1022"	"chr14"	32085570	32085770	201	"*"	4.04638149011416	4.31493546865303	3.71613423829379	0.000197357881392945	0.691788701798522	0.999683670471574	18.56	21.25	0	26.28
"464"	"chr10"	112928910	112929110	201	"*"	3.95252957548563	3.81001411629774	4.08222381091305	-0.000214180187334041	0.692032264606426	0.999683670471574	20.51	7.54	13.34	20.53
"2605"	"chr5"	137628669	137628869	201	"*"	6.9522826725753	6.84580409882116	7.05143982639819	-0.00041500628012143	0.69228839337071	0.999683670471574	141.63	88.42	163.44	101.85
"1335"	"chr16"	62786645	62786845	201	"*"	4.14482328658289	4.3279347519651	3.93504513324757	0.000219073554831718	0.692325909032343	0.999683670471574	31.26	8.91	13.34	17.25
"305"	"chr10"	18318765	18318965	201	"*"	2.42330377706398	2.62301450365888	2.19143633766862	0.000124398338287141	0.692700030386087	0.999683670471574	6.84	5.48	6.67	2.46
"2954"	"chr7"	66689707	66689907	201	"*"	5.53505672789927	5.47524425579991	5.59248784466108	-0.000334273058765049	0.693531539835681	0.999683670471574	54.7	34.27	26.68	69.82
"129"	"chr1"	92934503	92934703	201	"*"	4.03195344903932	4.22327733507631	3.81132073691367	0.000229633539140116	0.693543725083086	0.999683670471574	19.54	17.82	10.01	18.07
"1696"	"chr19"	10525334	10525534	201	"*"	2.99174907931959	3.21531945340758	2.72706392214989	0.000152331250199316	0.693760826058476	0.999683670471574	11.72	6.85	6.67	6.57
"2378"	"chr4"	126256372	126256572	201	"*"	4.01602601257253	3.8214061966822	4.18748505475024	-0.000226694536015437	0.69382605574622	0.999683670471574	9.77	18.51	20.01	16.43
"2691"	"chr6"	54816556	54816756	201	"*"	4.71056188617332	4.86998765049921	4.5313045174186	0.000286991179863272	0.693897757889491	0.999683670471574	28.33	30.16	16.68	29.57
"356"	"chr10"	56228786	56228986	201	"*"	3.13523458001125	3.45959489972808	2.71613423829379	0.000146605754265057	0.693906817733542	0.999683670471574	11.72	10.28	0	13.14
"2746"	"chr6"	91515864	91516064	201	"*"	3.26905539370228	3.1047165234843	3.41657395643489	-0.000146792302567766	0.694190252237341	0.999683670471574	11.72	5.48	0	21.36
"1072"	"chr14"	64949851	64950051	201	"*"	3.59048625540425	3.45284219813994	3.71613423829379	-0.000163270241677096	0.694649921906366	0.999683670471574	13.67	8.23	0	26.28
"2419"	"chr4"	148448394	148448594	201	"*"	5.12113178853669	4.99696153543741	5.23545670137199	-0.00033308989304156	0.695188901763604	0.999683670471574	30.28	33.59	40.03	35.32
"1846"	"chr2"	69206149	69206349	201	"*"	3.77631837268218	3.6518132116599	3.89092710231546	-0.000199526911127331	0.695404712686459	0.999683670471574	10.74	14.39	6.67	23
"152"	"chr1"	119648757	119648957	201	"*"	3.75341095236539	3.98492501127727	3.47750858075342	0.000190374093792027	0.695477250761362	0.999683670471574	23.44	8.23	6.67	15.61
"448"	"chr10"	104422573	104422773	201	"*"	4.44745118970059	4.36017791056838	4.52974482931954	-0.000257990725025102	0.696506568986023	0.999683670471574	20.51	20.56	13.34	32.86
"1088"	"chr14"	79390475	79390675	201	"*"	3.54337158688493	3.33283038407506	3.72706392214989	-0.000188394765635409	0.696585245201346	0.999683670471574	7.81	12.34	13.34	13.14
"3292"	"chr9"	21091882	21092082	201	"*"	4.24006160981197	4.41045608796063	4.04681269438803	0.000243933252675541	0.696762069258496	0.999683670471574	25.4	17.14	13.34	19.71
"1147"	"chr15"	36282655	36282855	201	"*"	2.84527216751867	2.61093318008947	3.04681269438803	-0.000142613062136756	0.696967567364764	0.999683670471574	8.79	3.43	6.67	9.86
"1605"	"chr18"	36801769	36801969	201	"*"	3.97625046866307	4.22658905366599	3.67315904886822	0.000201171435311273	0.697101393000045	0.999683670471574	24.42	13.02	3.34	22.18
"2303"	"chr4"	47474340	47474540	201	"*"	3.993697351366	4.18845345087057	3.76848542097057	0.000218587128011653	0.697143839900863	0.999683670471574	23.44	13.02	10.01	17.25
"252"	"chr1"	175880532	175880732	201	"*"	3.76803734316074	3.57611513764905	3.93739985997327	-0.000203520864281419	0.697161176708049	0.999683670471574	15.63	8.23	16.68	13.96
"1411"	"chr17"	22225694	22225894	201	"*"	3.42068818940884	3.72281392150737	3.03806233318116	0.000158229861863491	0.69772835963261	0.999683670471574	12.7	13.71	0	16.43
"2662"	"chr6"	33060230	33060430	201	"*"	4.92218663986715	4.8525580907747	4.98860887032939	-0.000281586075794614	0.697739387054716	0.999683670471574	35.16	22.62	16.68	46.82
"2910"	"chr7"	41393365	41393565	201	"*"	4.98772474274996	4.84095048061267	5.12093599087477	-0.000310377094322841	0.697782151846358	0.999683670471574	24.42	32.9	40.03	29.57
"1784"	"chr2"	24935282	24935482	201	"*"	3.71970021488626	4.00738368888135	3.35999042806852	0.00017211134124927	0.698049805279648	0.999683670471574	20.51	11.65	0	20.53
"1856"	"chr2"	74578754	74578954	201	"*"	3.99382293651417	3.85939412919341	4.11678653969358	-0.000210947146356939	0.698650043756119	0.999683670471574	21.49	7.54	13.34	21.36
"2418"	"chr4"	148140412	148140612	201	"*"	4.80396011420164	4.6858189950785	4.91315475397644	-0.000253804642030453	0.698834782501175	0.999683670471574	11.72	39.75	20.01	40.25
"3178"	"chr8"	71602964	71603164	201	"*"	3.60355635315191	3.8938833297431	3.23969619435081	0.000167409000642287	0.698933519504642	0.999683670471574	14.65	15.08	0	18.89
"366"	"chr10"	59951846	59952046	201	"*"	5.04807412995715	5.20396112722438	4.87327949875421	0.000300575512636977	0.699148923837045	0.999683670471574	44.93	28.79	20.01	38.61
"1525"	"chr17"	71599015	71599215	201	"*"	3.21456889218864	3.53405206406201	2.80359707954413	0.000144723704882168	0.699441974501387	0.999683670471574	15.63	7.54	0	13.96
"524"	"chr11"	21091088	21091288	201	"*"	4.82677566533011	4.73353921313755	4.91435059829092	-0.000293847051988973	0.699857238277952	0.999683670471574	24.42	28.79	23.35	36.96
"1504"	"chr17"	62784168	62784368	201	"*"	4.30717246482975	4.17688076858884	4.42666582882035	-0.000248722622321005	0.700179877476024	0.999683670471574	22.47	13.71	20.01	23
"1196"	"chr15"	76660025	76660225	201	"*"	4.99990668419536	4.93568390179468	5.06139196488858	-0.000285405292036323	0.700486210140222	0.999683670471574	35.16	26.05	16.68	50.1
"177"	"chr1"	134962522	134962722	201	"*"	3.772218902975	3.63997164390952	3.89335488809983	-0.000201632879723206	0.700659992403111	0.999683670471574	14.65	10.28	10.01	19.71
"641"	"chr11"	97187981	97188181	201	"*"	5.69445428472936	5.61421182671832	5.77046784839278	-0.000373277677691329	0.700759003533912	0.999683670471574	59.58	38.38	50.03	59.14
"3383"	"chr9"	96889533	96889733	201	"*"	4.32620817088208	4.42376213960905	4.22157617208323	0.000246561027084628	0.700777099454389	0.999683670471574	24.42	18.51	23.35	13.96
"2749"	"chr6"	95117722	95117922	201	"*"	5.61524065495429	5.50631087630795	5.71652002063989	-0.000336998404530788	0.701122971648897	0.999683670471574	63.49	27.42	56.7	48.46
"1635"	"chr18"	60606148	60606348	201	"*"	4.59703309910682	4.48411745793402	4.70174904041473	-0.000239734665953222	0.701263413604342	0.999683670471574	35.16	9.6	20.01	32.03
"2524"	"chr5"	73490849	73491049	201	"*"	5.27465594494498	5.15345313131069	5.38646078174647	-0.00033580137709977	0.701434932136779	0.999683670471574	41.02	30.16	46.7	36.96
"1963"	"chr2"	148851207	148851407	201	"*"	3.66133303586192	3.94935255067435	3.30109673901495	0.000167918289321326	0.701474381392337	0.999683670471574	18.56	12.34	0	19.71
"2359"	"chr4"	108328083	108328283	201	"*"	3.91374043655211	4.18845345087057	3.57411523342137	0.000180469103374742	0.701562656503012	0.999683670471574	23.44	13.02	0	23.82
"3247"	"chr8"	111522098	111522298	201	"*"	3.94942408495824	3.84999050908168	4.04244414795725	-0.000202832699286792	0.702104164416417	0.999683670471574	18.56	10.28	6.67	26.28
"277"	"chr1"	195092285	195092485	201	"*"	3.20809314804385	3.02949810084995	3.36699495776106	-0.000161509572715489	0.702291529918261	0.999683670471574	8.79	7.54	6.67	13.96
"3361"	"chr9"	82975584	82975784	201	"*"	3.71727744383295	3.510370645816	3.89819823741015	-0.000199079989943393	0.702330968178865	0.999683670471574	9.77	13.02	16.68	13.14
"2818"	"chr6"	146642476	146642676	201	"*"	4.50944978836862	4.40404459827428	4.60767550362555	-0.000267283042390279	0.702383511079107	0.999683670471574	22.47	19.88	20.01	28.75
"1677"	"chr19"	4839256	4839456	201	"*"	4.02459031847345	3.93083241875234	4.11262511950899	-0.000206866867175506	0.702614017095401	0.999683670471574	19.54	10.97	6.67	27.93
"3076"	"chr7"	141414111	141414311	201	"*"	5.03726639377818	4.97669446335115	5.09539733717597	-0.000276180014323773	0.702654603969187	0.999683670471574	34.19	28.79	13.34	55.03
"1177"	"chr15"	58034020	58034220	201	"*"	2.87436121652385	2.68967902420545	3.03806233318116	-0.000127365077100269	0.702699112617797	0.999683670471574	8.79	4.11	0	16.43
"2761"	"chr6"	111372992	111373192	201	"*"	2.76318851352815	2.52975170013024	2.96406175173738	-0.000118607600924312	0.70296005128538	0.999683670471574	1.95	9.6	0	15.61
"540"	"chr11"	29172689	29172889	201	"*"	4.84586819376103	4.77791945085063	4.91076008754092	-0.000268977712528039	0.70302392688141	0.999683670471574	25.4	29.47	13.34	46.82
"21"	"chr1"	20132110	20132310	201	"*"	4.98853858832521	4.86449145696914	5.10275913137331	-0.000292062740671846	0.703061547578401	0.999683670471574	39.07	19.19	36.69	32.03
"1593"	"chr18"	34330998	34331198	201	"*"	3.1438659010399	2.95813221948968	3.30839238737868	-0.000154136234443088	0.703329017041816	0.999683670471574	10.74	4.8	6.67	13.14
"1235"	"chr15"	98918173	98918373	201	"*"	4.64503205546698	4.72281392150737	4.56281645965655	0.000270564230891897	0.703512705072165	0.999683670471574	25.4	27.42	30.02	17.25
"1599"	"chr18"	35771266	35771466	201	"*"	3.25412944849783	3.06244133000266	3.42330970905031	-0.000146198933921878	0.704349076286303	0.999683670471574	14.65	2.06	6.67	14.78
"1583"	"chr18"	21001676	21001876	201	"*"	5.20299300499136	5.14159508698878	5.26188427751207	-0.000309160832039833	0.704810858128654	0.999683670471574	39.07	31.53	23.35	53.39
"3175"	"chr8"	71464746	71464946	201	"*"	4.90160663253146	4.80515624162539	4.99201099151597	-0.000279408781627378	0.704846571077627	0.999683670471574	38.09	17.82	26.68	36.96
"1800"	"chr2"	31688271	31688471	201	"*"	4.70024060652836	4.63151798748236	4.76583793981809	-0.000260235238311896	0.704901397987587	0.999683670471574	28.33	21.25	13.34	41.07
"1948"	"chr2"	140066675	140066875	201	"*"	4.66796074568992	4.83491538245285	4.47912574370619	0.000247601863125313	0.705190057400636	0.999683670471574	42	15.08	16.68	27.93
"3395"	"chr9"	101073711	101073911	201	"*"	4.88252663276802	5.06317055848697	4.67598201444106	0.000261947839656681	0.705486930429008	0.999683670471574	44.93	21.93	13.34	37.78
"3272"	"chr8"	128356893	128357093	201	"*"	3.50058722232987	3.36678688983311	3.62302483390231	-0.000153892808733542	0.705535817581702	0.999683670471574	11.72	8.91	0	24.64
"482"	"chr10"	125966253	125966453	201	"*"	3.21112585651169	3.47300621584371	2.89092710231546	0.000153124494602205	0.705795518898263	0.999683670471574	7.81	14.39	3.34	11.5
"2033"	"chr3"	24783414	24783614	201	"*"	4.02231158282625	3.92596456611964	4.11262511950899	-0.000199069844782534	0.706341333113867	0.999683670471574	21.49	8.91	6.67	27.93
"2329"	"chr4"	75278216	75278416	201	"*"	4.02231158282625	3.92596456611964	4.11262511950899	-0.000199069844782534	0.706341333113867	0.999683670471574	21.49	8.91	6.67	27.93
"2703"	"chr6"	58951606	58951806	201	"*"	2.69712493462305	2.47966540987181	2.88605923973611	-0.000118286377575415	0.706449923657465	0.999683670471574	2.93	8.23	0	14.78
"534"	"chr11"	23633636	23633836	201	"*"	4.19016712639068	4.34990853832238	4.01051049020391	0.000235001662091563	0.706501880608003	0.999683670471574	19.54	21.25	13.34	18.89
"2155"	"chr3"	107931758	107931958	201	"*"	4.27821282313568	4.14859538793095	4.39713887489826	-0.000209901647094912	0.706720115231082	0.999683670471574	29.3	6.17	16.68	25.46
"774"	"chr12"	87147518	87147718	201	"*"	4.25817042716127	4.60331021259866	3.80359707954413	9.08612902157231e-05	0.706775626717742	0.999683670471574	20.51	28.1	0	27.93
"2208"	"chr3"	142700999	142701199	201	"*"	4.95049384657022	4.82273380415419	5.06785459003738	-0.000284054894528016	0.706948309870565	0.999683670471574	38.09	18.51	36.69	30.39
"264"	"chr1"	180813507	180813707	201	"*"	3.45677866367118	3.3254559110871	3.57713859832861	-0.000164820290272762	0.706983002167359	0.999683670471574	9.77	10.28	3.34	20.53
"399"	"chr10"	79668917	79669117	201	"*"	2.74806294757761	3.08881450149178	2.30109673901495	0.000124448104748478	0.707323940072821	0.999683670471574	8.79	8.23	0	9.86
"1251"	"chr15"	102517936	102518136	201	"*"	5.55818048024032	5.49703394626306	5.61684043995616	-0.000304281614587705	0.707405278221661	0.999683670471574	61.54	28.79	26.68	71.46
"52"	"chr1"	50683099	50683299	201	"*"	4.56242812457583	4.46295943483703	4.65547891558039	-0.000266311876853019	0.707489128130566	0.999683670471574	21.49	22.62	20.01	30.39
"1452"	"chr17"	35262922	35263122	201	"*"	4.37352197154663	4.18845345087057	4.53752646261884	-0.000239103962258811	0.707697870466296	0.999683670471574	23.44	13.02	30.02	16.43
"1463"	"chr17"	37203723	37203923	201	"*"	3.59960238796634	3.46631614170585	3.72160943044314	-0.000180132564485632	0.707800199141889	0.999683670471574	9.77	12.34	6.67	19.71
"1955"	"chr2"	144011256	144011456	201	"*"	5.28300819081083	5.20797700438003	5.35432933686946	-0.000328714603679964	0.708093590479513	0.999683670471574	41.02	32.9	33.36	48.46
"973"	"chr13"	107021909	107022109	201	"*"	3.6423856128224	3.78511755991998	3.48396638455123	0.000185007276602667	0.708425284135891	0.999683670471574	16.6	10.97	13.34	9.04
"757"	"chr12"	78748694	78748894	201	"*"	4.84067067095135	5.20059699546957	4.35999042806852	8.22750252068663e-05	0.708533832509217	0.999683670471574	35.16	38.38	0	41.07
"278"	"chr10"	3718162	3718362	201	"*"	3.25487373765824	3.37395360956791	3.12507354170523	0.000154001151879019	0.70865204656833	0.999683670471574	9.77	10.97	13.34	4.11
"646"	"chr11"	100397716	100397916	201	"*"	4.48050553938539	4.40346885720094	4.55363632081686	-0.000228143490330105	0.708697037536858	0.999683670471574	29.3	13.02	10.01	36.96
"1967"	"chr2"	150786552	150786752	201	"*"	3.28372469854089	3.13738983661885	3.41657395643489	-0.000141866037980194	0.708706264993907	0.999683670471574	10.74	6.85	0	21.36
"3199"	"chr8"	83442457	83442657	201	"*"	4.63414883933438	4.56779168236149	4.69758762023015	-0.000246138416402724	0.708931308155502	0.999683670471574	23.44	23.99	10.01	41.89
"2707"	"chr6"	65042604	65042804	201	"*"	3.97377386915502	3.76434827725053	4.15661676501303	-0.000207392272631303	0.709114674761811	0.999683670471574	17.58	9.6	23.35	12.32
"2357"	"chr4"	107178422	107178622	201	"*"	4.33565978868006	4.24233833195522	4.42330970905031	-0.000239134211787757	0.709132509830986	0.999683670471574	16.6	21.25	13.34	29.57
"1013"	"chr14"	21831295	21831495	201	"*"	3.8005787507077	3.94935255067435	3.63468022768471	0.000198232485156601	0.709385778028022	0.999683670471574	18.56	12.34	13.34	11.5
"1057"	"chr14"	56620492	56620692	201	"*"	3.49775940688511	3.35353851621561	3.62886430111147	-0.00017261202982197	0.709621078986546	0.999683670471574	8.79	11.65	6.67	18.07
"2184"	"chr3"	127837563	127837763	201	"*"	4.83099751071353	4.76979207563954	4.88971167563656	-0.000249766058199565	0.709984460028922	0.999683670471574	31.26	23.3	10.01	49.28
"2088"	"chr3"	63929164	63929364	201	"*"	3.55175231275065	3.80559208286366	3.24350722224752	0.000170476388840025	0.71019462751476	0.999683670471574	15.63	12.34	3.34	15.61
"2135"	"chr3"	96593970	96594170	201	"*"	4.80197590628508	4.70303207364041	4.89456725064288	-0.000251450883904822	0.71033882114955	0.999683670471574	39.07	13.02	23.35	36.14
"1302"	"chr16"	43889710	43889910	201	"*"	4.49722668920222	4.407541049773	4.58166179901635	-0.000254795443478214	0.71043909353269	0.999683670471574	20.51	21.93	16.68	31.21
"642"	"chr11"	97703192	97703392	201	"*"	4.35093932176709	4.27846565251666	4.41994576378145	-0.000217823423797991	0.710463707383249	0.999683670471574	24.42	14.39	6.67	36.14
"2926"	"chr7"	45154439	45154639	201	"*"	3.67535410511876	3.46631614170585	3.85790158504097	-0.000189771662086072	0.710676065012844	0.999683670471574	9.77	12.34	16.68	12.32
"2849"	"chr7"	15922416	15922616	201	"*"	3.99130894104205	4.14928235359435	3.81388612781654	0.000211213581566507	0.710694470612491	0.999683670471574	22.47	13.02	13.34	14.78
"2195"	"chr3"	132683864	132684064	201	"*"	4.29845065634194	4.1925126669383	4.39713887489826	-0.000239070662059705	0.71080038652664	0.999683670471574	21.49	15.08	16.68	25.46
"880"	"chr13"	43531448	43531648	201	"*"	3.8436039687241	3.70112113101125	3.97327119137115	-0.000204131210858086	0.71133486000774	0.999683670471574	13.67	12.34	13.34	18.07
"1735"	"chr19"	43674911	43675111	201	"*"	5.35005778642288	5.2527605136397	5.44120573716302	-0.000321658333947857	0.711409796469699	0.999683670471574	48.84	27.42	43.36	43.53
"2591"	"chr5"	129787144	129787344	201	"*"	4.20184993021856	4.12539847107976	4.27445313689934	-0.000212383101320231	0.711516036331452	0.999683670471574	20.51	14.39	6.67	32.03
"1698"	"chr19"	11965451	11965651	201	"*"	7.05020945484065	6.95064999434983	7.14333967248283	-0.000403770630275641	0.711722831629577	0.999683670471574	137.72	109.67	176.78	105.96
"477"	"chr10"	122097160	122097360	201	"*"	5.67448651883834	5.62577230303562	5.72160943044314	-0.000320908413775229	0.711732713686315	0.999683670471574	57.63	41.13	26.68	78.85
"333"	"chr10"	36974343	36974543	201	"*"	4.73493354046744	4.65427459526597	4.81132073691367	-0.00027202313528165	0.711870360479117	0.999683670471574	26.37	23.99	20.01	36.14
"666"	"chr11"	116030340	116030540	201	"*"	3.43944276290935	3.65673178665408	3.18352292024941	0.000167671412921768	0.711910103428097	0.999683670471574	15.63	9.6	6.67	11.5
"3104"	"chr8"	22059869	22060069	201	"*"	3.55482725276735	3.76524482492463	3.30839238737868	0.000174960503365612	0.712241664198475	0.999683670471574	10.74	16.45	6.67	13.14
"3307"	"chr9"	25550287	25550487	201	"*"	3.92880689057551	3.80028195412874	4.04681269438803	-0.000206097966090467	0.712392908171988	0.999683670471574	17.58	10.28	13.34	19.71
"2470"	"chr5"	31054710	31054910	201	"*"	3.68511069280127	3.546791752359	3.81132073691367	-0.000188552461884039	0.712486932175233	0.999683670471574	11.72	11.65	10.01	18.07
"2387"	"chr4"	130359917	130360117	201	"*"	4.80284017159803	4.7034998798111	4.89577859523768	-0.000275099819813047	0.71323405626192	0.999683670471574	32.23	19.88	26.68	32.86
"2309"	"chr4"	52438951	52439151	201	"*"	4.1306157825627	4.04231000995837	4.21382680183262	-0.000216866722748924	0.713238430421758	0.999683670471574	18.56	14.39	10.01	27.11
"2678"	"chr6"	47595042	47595242	201	"*"	4.91911351928148	5.09280646957305	4.72160943044314	0.000268766308237881	0.713292860192827	0.999683670471574	38.09	30.16	13.34	39.43
"2015"	"chr3"	9249745	9249945	201	"*"	4.06060180234908	3.97159081177249	4.14443870197825	-0.000185253814594454	0.713514606495063	0.999683670471574	22.47	8.91	3.34	32.03
"3008"	"chr7"	105640305	105640505	201	"*"	4.32919671051575	4.22658905366599	4.42498874484648	-0.000233413803859824	0.713610032281463	0.999683670471574	24.42	13.02	16.68	26.28
"1485"	"chr17"	53689208	53689408	201	"*"	4.47178427654623	4.34931077797169	4.5846694067836	-0.000247228757041708	0.713779027193701	0.999683670471574	26.37	14.39	23.35	24.64
"2712"	"chr6"	67102616	67102816	201	"*"	3.34006361238268	3.11330659997006	3.53597349015361	-0.000164087154064677	0.713817705522826	0.999683670471574	9.77	7.54	13.34	9.86
"1507"	"chr17"	63863823	63864023	201	"*"	5.21341985917033	5.10757596208933	5.31202642287104	-0.000320226652456344	0.714099884837886	0.999683670471574	31.26	37.7	40.03	39.43
"2865"	"chr7"	24112214	24112414	201	"*"	4.34322272332564	4.22327733507631	4.45395680450943	-0.00024373154158963	0.714813632655552	0.999683670471574	19.54	17.82	20.01	23.82
"376"	"chr10"	67025905	67026105	201	"*"	3.10752700500155	3.4150799865396	2.71613423829379	0.000128763906007595	0.71549161019262	0.999683670471574	4.88	16.45	0	13.14
"3041"	"chr7"	126503439	126503639	201	"*"	4.87699170687481	4.77250629114549	4.97441824873238	-0.000286826645904736	0.715583178469734	0.999683670471574	29.3	25.36	30.02	32.86
"407"	"chr10"	80433848	80434048	201	"*"	4.87432670832731	4.79227993333487	4.95195745848222	-0.000247175621200085	0.716156599785602	0.999683670471574	41.02	14.39	20.01	41.89
"3245"	"chr8"	111033709	111033909	201	"*"	4.57469670577187	4.49072567849739	4.65404792039376	-0.000238263137612006	0.716732710613411	0.999683670471574	31.26	13.71	16.68	33.68
"2468"	"chr5"	30921536	30921736	201	"*"	4.0471083048448	3.93568390179468	4.15054058312557	-0.000213866593782053	0.71676364765477	0.999683670471574	17.58	13.02	13.34	22.18
"2894"	"chr7"	30280669	30280869	201	"*"	2.84150670908827	3.16933954129354	2.41657395643489	0.000123464113964624	0.716936767064972	0.999683670471574	9.77	8.23	0	10.68
"3385"	"chr9"	98296566	98296766	201	"*"	3.80050990961875	3.9079518535526	3.68441791901238	0.000191157859369985	0.71733125577942	0.999683670471574	15.63	14.39	16.68	9.04
"591"	"chr11"	68691751	68691951	201	"*"	5.56405598857099	5.44803604515887	5.67143622374967	-0.000333166928798545	0.717493492746116	0.999683670471574	53.72	33.59	60.04	41.89
"285"	"chr10"	7681598	7681798	201	"*"	3.21436220906364	3.42087389017406	2.97327119137115	0.000153181575674376	0.717496862033917	0.999683670471574	9.77	11.65	6.67	9.04
"2261"	"chr4"	16163797	16163997	201	"*"	5.52483396539876	5.44973282590019	5.59621831337877	-0.00033905599226044	0.717509662411623	0.999683670471574	51.77	35.64	43.36	53.39
"620"	"chr11"	79778642	79778842	201	"*"	2.96508389609257	3.16933954129354	2.72706392214989	0.000140053055344397	0.717595835583575	0.999683670471574	9.77	8.23	6.67	6.57
"2352"	"chr4"	101647310	101647510	201	"*"	5.99737262540543	5.9473467700551	6.04572179729416	-0.000368900623163136	0.717989578407799	0.999683670471574	64.47	58.95	46.7	85.42
"3039"	"chr7"	126396787	126396987	201	"*"	5.92225680086735	5.81330409817847	6.02355598207484	-0.000376384391140381	0.718237971915984	0.999683670471574	57.63	54.83	76.72	53.39
"863"	"chr13"	30974021	30974221	201	"*"	3.37154882184044	3.19384510626651	3.52974482931954	-0.000151572845779051	0.718397001998186	0.999683670471574	3.91	14.39	6.67	16.43
"1606"	"chr18"	37806183	37806383	201	"*"	3.79301803758991	3.93568390179468	3.63468022768471	0.000192170468815115	0.718457049746323	0.999683670471574	17.58	13.02	13.34	11.5
"1440"	"chr17"	31564400	31564600	201	"*"	4.63180880372364	4.53137658160764	4.72570223133164	-0.00026112319664208	0.71849523136029	0.999683670471574	26.37	19.88	23.35	29.57
"343"	"chr10"	42018168	42018368	201	"*"	2.86519353486064	3.06389941855972	2.63468022768471	0.000134693290173966	0.7185073183475	0.999683670471574	7.81	8.91	6.67	5.75
"1376"	"chr16"	94313360	94313560	201	"*"	3.99351669580934	4.08079727413841	3.90061382822969	0.00020298984177303	0.718565707204897	0.999683670471574	14.65	19.19	20.01	9.86
"3044"	"chr7"	126976143	126976343	201	"*"	4.34627911439364	4.54731305619027	4.11262511950899	0.000214838507459676	0.718593946217678	0.999683670471574	16.6	30.16	6.67	27.93
"1947"	"chr2"	138256628	138256828	201	"*"	4.3182513918709	4.12894238314679	4.48557632895084	-0.000215029982106083	0.718675252673128	0.999683670471574	25.4	9.6	30.02	14.78
"2391"	"chr4"	133479931	133480131	201	"*"	4.79903142392477	4.92840054553603	4.65690849278318	0.00025916954216923	0.718681171997045	0.999683670471574	41.02	19.88	23.35	27.11
"1809"	"chr2"	34771827	34772027	201	"*"	5.46787773551863	5.5449444205306	5.38646078174647	0.000328311781413409	0.718954962894697	0.999683670471574	55.68	37.7	46.7	36.96
"1010"	"chr14"	21052476	21052676	201	"*"	4.09925071898004	4.01198485577294	4.18153776499719	-0.00020982922010561	0.719367405928742	0.999683670471574	18.56	13.71	10.01	26.28
"465"	"chr10"	112954244	112954444	201	"*"	3.82373330158218	3.70587471293054	3.93268655691832	-0.000184751142028802	0.719665516297838	0.999683670471574	18.56	7.54	10.01	20.53
"453"	"chr10"	107272660	107272860	201	"*"	4.37289605810919	4.48520614320579	4.25109920869162	0.000239840746658036	0.719889989788732	0.999683670471574	21.49	23.3	20.01	18.07
"3333"	"chr9"	53536814	53537014	201	"*"	4.92867656086006	4.86490973907247	4.98974380237863	-0.000272580557798206	0.719953515073172	0.999683670471574	32.23	26.05	20.01	43.53
"2198"	"chr3"	135438168	135438368	201	"*"	5.396935962604	5.54600944325171	5.23066463110791	0.000276305492305097	0.720129069449809	0.999683670471574	67.4	26.05	23.35	51.75
"3363"	"chr9"	83548344	83548544	201	"*"	3.59189783812612	3.44605774105472	3.72433925406427	-0.000169809660181743	0.720163455979192	0.999683670471574	15.63	6.17	10.01	16.43
"2345"	"chr4"	94602895	94603095	201	"*"	3.403856718451	3.6954114210889	3.03806233318116	0.000144013208605559	0.72035833664381	0.999683670471574	15.63	10.28	0	16.43
"787"	"chr12"	100725144	100725344	201	"*"	5.62453861459391	5.55944099821207	5.68682526228639	-0.000267566421097993	0.720439830128014	0.999683670471574	70.33	23.99	23.35	79.67
"2961"	"chr7"	75609538	75609738	201	"*"	4.09989065195444	3.97159081177249	4.21770669012504	-0.000206218718205488	0.720551443974787	0.999683670471574	22.47	8.91	16.68	20.53
"1836"	"chr2"	62654703	62654903	201	"*"	3.6138115075638	3.49730376826906	3.72160943044314	-0.000171516200294969	0.720987981250283	0.999683670471574	13.67	8.91	6.67	19.71
"1648"	"chr18"	68300037	68300237	201	"*"	3.59496786555639	3.45284219813994	3.72433925406427	-0.000174295094022305	0.720989408886942	0.999683670471574	13.67	8.23	10.01	16.43
"788"	"chr12"	100996589	100996789	201	"*"	3.75720575307973	3.60685629878525	3.89335488809983	-0.000175803094742204	0.721367354403358	0.999683670471574	5.86	18.51	10.01	19.71
"1934"	"chr2"	130664276	130664476	201	"*"	3.92320922467965	3.8353423267972	4.00603045134478	-0.000189073899520393	0.721535393506241	0.999683670471574	17.58	10.97	6.67	25.46
"1468"	"chr17"	43667107	43667307	201	"*"	4.31719923850217	4.234485183712	4.39542709260671	-0.000228056667722864	0.721660140037676	0.999683670471574	20.51	17.14	13.34	28.75
"2716"	"chr6"	70792115	70792315	201	"*"	4.21209033243198	4.42030482751836	3.96867382009571	0.000207419869985132	0.72245175441604	0.999683670471574	26.37	16.45	6.67	24.64
"2824"	"chr7"	3645012	3645212	201	"*"	6.35812185515397	6.26855725632155	6.44244967728792	-0.000381231294776624	0.722484488490167	0.999683670471574	91.82	62.37	96.73	77.21
